review,review_datetime,upvote_count,app_rating,data_source,app_name
"Totally incompetent delivery and awful customer service. Driver didn't deliver 75% of my order and GrubHub wouldn't refund any of their service fees so I got to pay them $15 to do nothing. They acted as though they were doing me a favor by refunding only the food price so ""now you can just order again"" and give them another $15 in fees. Go with one of the other options, trust me.",2025-02-12 18:22:03,0,1,Google Play,GrubHub
easy order's quick service,2025-02-12 18:18:44,0,5,Google Play,GrubHub
"Had an emotional day with my mom going into hospice, so ended up ordering dinner later than usual. It showed 35-50 minute delivery time. The map showed the delivery driver on their way to pick up the food & it took 30 minutes just to get notified that they were there, and then it showed the car at the restaurant, & the order was suddenly canceled. We were already in our PJs, so we were left scrambling trying to find something to eat somewhere. Ended up, the restaurant was closed Tuesdays. 😡",2025-02-12 18:16:22,0,2,Google Play,GrubHub
Always good food,2025-02-12 18:13:50,0,5,Google Play,GrubHub
love the ease of ordering.,2025-02-12 17:59:46,0,5,Google Play,GrubHub
So convenient,2025-02-12 17:16:59,0,5,Google Play,GrubHub
Great app and amazing services,2025-02-12 16:44:16,0,5,Google Play,GrubHub
If you don't have a problem the app is working. But if you have a problem with your order the customer service that don't help just take your time. Grubhub warranty is not reallyn if you try to use good luck.,2025-02-12 15:10:16,0,2,Google Play,GrubHub
my favorite place,2025-02-12 13:50:59,0,5,Google Play,GrubHub
"Late, cold, food is the norm lately with Grubhub",2025-02-12 13:01:09,0,1,Google Play,GrubHub
"I deleted my app. Meals would either be delivered to wrong address, I could have cooked 5 meals in the time it took to get what I ordered and/or half the order would be left at the restaurant",2025-02-12 05:55:45,0,1,Google Play,GrubHub
I asked for food in the largest city in the US and got 1 result.,2025-02-12 04:44:31,0,1,Google Play,GrubHub
"Time and again I try this app out and when my delivery time goes from 1 hour to 2, then 3 hours out, I get very frustrated. If you guys cannot ensure an order is delivered within 2 hours you should say something and allow us to cancel the order. 2 hours is a ludicrous wait time.",2025-02-11 23:09:43,0,2,Google Play,GrubHub
"If you have the ability to pick up the food, yourself, never use this app or any delivery app for that matter.",2025-02-11 21:53:53,0,2,Google Play,GrubHub
tipping before receiving the order is easy-- typing after requires customer service. only one order per bag-- other apps allow me to build individual carts that are filled with selections each from it's own store. this allows me to build orders for future anticipated appetites.,2025-02-11 21:29:11,0,3,Google Play,GrubHub
Your driver didn't show up to pick up my order that sat and got cold. And I had to drive in the dark. Please refund my full cost! I'm so disappointed! I didn't even want to give it one star!,2025-02-11 21:23:12,0,1,Google Play,GrubHub
fast drivers 🚗 or could they be faster 🤔,2025-02-11 21:18:24,0,4,Google Play,GrubHub
On time thank you 💓🙏,2025-02-11 20:19:56,0,5,Google Play,GrubHub
Worst service,2025-02-11 16:16:51,0,1,Google Play,GrubHub
the price is CRAZY,2025-02-11 13:59:53,0,4,Google Play,GrubHub
JUST TIES UP YOUR MONEY Don't waste your time or money all they do is push your order out takes 4 hours and still nothing then you get a run around when you try and figure out what is going on,2025-02-11 12:19:14,0,2,Google Play,GrubHub
"No delivery drivers like ever. I live near Seattle. They take your order and let it sit there for an hour. If you have no drivers, don't take my order. Just wasted an hour.",2025-02-11 00:25:33,0,1,Google Play,GrubHub
Premium says no delivery fee but charges a service fee exclusively for delivery charging me 15% of the order total. I guess false advertisement doesn't matter anymore. Grubhub premium is a complete scam charging this high a percent as a delivery fee for premium members,2025-02-10 21:37:48,1,1,Google Play,GrubHub
Worst food delivery app out there. I have yet to see food delivered on time. Customer service won't work with you and just throws 5.00 to get to to shut up,2025-02-10 20:05:14,1,1,Google Play,GrubHub
Best food delivery app around,2025-02-10 19:13:49,0,5,Google Play,GrubHub
"switched here from Door Dash because of poor service. I'm not surprised to see the service here is the same. i spent $30 on food that arrived cold, soggy and falling apart. NOTHING was edible and I still only managed to get $13 back. This service is a joke. I would give NEGATIVE stars if possible. USE A DIFFERENT APP!!",2025-02-10 19:03:33,1,1,Google Play,GrubHub
"soooo laggy, had to close and reopen 3 times",2025-02-10 18:45:37,0,3,Google Play,GrubHub
"Did not let me complete an order, or even offer an error code. Just use the website.",2025-02-10 18:43:39,0,1,Google Play,GrubHub
Site is not letting me order keeps saying to update my address but then nothing happens and can't order,2025-02-10 16:43:03,0,1,Google Play,GrubHub
It works.,2025-02-10 16:15:58,0,5,Google Play,GrubHub
good work on some of the time but lately pretty good haven't had no mistakes this year in 2025 I had some mistakes in 2024 so far pretty good and on time with my order very quick and excellent,2025-02-10 15:06:40,0,5,Google Play,GrubHub
Not enjoying it it's a little bit cheaper than others i use it once every blue moon because my favorite restaurant is only on here but it's so slow i have never had to wait less than 2 hours for my food last time I ordered the courier came from over 30 minutes away to deliver my food.,2025-02-10 13:19:45,0,1,Google Play,GrubHub
"I have used Grubhub for the past few years. They have never disappointed me. Food is delivered carefully and in good time. I also have Amazon Prime so I get a special discount on fees for delivery, which is nice.",2025-02-10 11:21:54,8,5,Google Play,GrubHub
"it's grubhub, it's a fine aggregator, and a leech on restaurants, but sometime you just need delivery.",2025-02-09 21:53:25,0,3,Google Play,GrubHub
"You get what you pay for. The fees are lower because the service is mediocre. I live in the Cleveland area and it always takes 90-120 minutes for my food to arrive. Sometimes it goes longer which usually ends in GrubHub cancelling my order. Honestly seems like they only have 5 available drivers in my area to deliver goods. And unfortunately, most of them don't know how to use GPS to find my house despite instructions. I only use this service because I get a free membership via Amazon Prime.",2025-02-09 21:03:01,0,1,Google Play,GrubHub
Does not work at all for courtenay trash app,2025-02-09 20:50:36,0,1,Google Play,GrubHub
They just canceled my order as the restaurant was busy,2025-02-09 20:48:11,0,2,Google Play,GrubHub
love it,2025-02-09 19:27:21,0,5,Google Play,GrubHub
convenient,2025-02-09 19:14:53,0,4,Google Play,GrubHub
"The bad part is that there aren't enough drivers, and if you choose something within a mile of your home it will still pick a restaurant 5 miles away. Also, lately I've noticed driver's will be in neighborhoods, doing what can only be described as gldoin donuts in suburban neighborhoods, but they're actually doing other deliveries. Granted, priority delivery is only a dollar, but it's not really priority if they're doing other deliveries and/or delivering for other companies.",2025-02-09 19:14:07,0,3,Google Play,GrubHub
it's STUPID to solicit a review BEFORE delivery!,2025-02-09 17:36:29,0,3,Google Play,GrubHub
My apartment number never shows up correctly & the drivers always call me even though I type my address everytime,2025-02-09 14:05:29,0,3,Google Play,GrubHub
App still uses a phone number... useless,2025-02-09 09:45:53,0,1,Google Play,GrubHub
"""Free Delivery!!!"" but they list the menu items at $4 higher than what they actually are, so you still pay a high fee",2025-02-09 09:16:27,0,1,Google Play,GrubHub
Absolutely terrible!!!! Most of the drivers do not speak English and don't read the instructions!!! My order was canceled twice saying the store was closed when it was open. Then the delivery guy gave me someone else's order. Customer service was absolutely no help whatsoever. Hire people who speak English!!!!!!!,2025-02-09 05:17:43,1,1,Google Play,GrubHub
I don't know how to suggest things to the devs but if they could add a gate buzzer function for gated communities it would solve like 90% of my issues with using the app,2025-02-09 03:11:42,0,4,Google Play,GrubHub
great,2025-02-08 20:18:26,0,3,Google Play,GrubHub
easy ordering,2025-02-08 20:02:56,0,5,Google Play,GrubHub
It's almost becoming more work to order from GrubHub than driving to the restaurant and picking up the food yourself. The prices are higher on GrubHub (by a lot) and the drivers pick up 2-3 orders and drive miles past your house to pick up another order. It shouldn't take an hour to pick up a fast food order less than 2 miles away.,2025-02-08 19:24:09,0,2,Google Play,GrubHub
the food well be great I pray I get charged correctly.,2025-02-08 19:05:34,0,5,Google Play,GrubHub
GrubHub works well for me. Especially during the winter months.,2025-02-08 18:13:57,0,5,Google Play,GrubHub
Really liking the Grubhub app! I will start using this delivery service from now on.,2025-02-08 17:58:00,0,5,Google Play,GrubHub
so happy they finally deliver too my area,2025-02-08 17:32:42,0,4,Google Play,GrubHub
I only gave this app one star because there is not a choice for zero star. I could get the order started and ready for checkout and it would show an error code. I tried deleting my account and it says I cannot connect to their server. I downloaded door dash. Door Dash delivered with zero issues and access to close my account is available. GrubHub is terrible.,2025-02-08 17:14:39,3,1,Google Play,GrubHub
"app looks bland, needs an update",2025-02-08 16:43:27,0,3,Google Play,GrubHub
41 bucks for 14 wings from wingstop! insanity! this is CRAZY & ues i STILL paid so shame on me at the end of it all.,2025-02-08 14:57:27,0,1,Google Play,GrubHub
I love the ease of ordering!,2025-02-08 14:45:59,0,5,Google Play,GrubHub
Archive this most of the time and only fully install when needed cause it drains a lot of battery in the background.,2025-02-08 12:32:48,0,2,Google Play,GrubHub
I like that they have teamed up with Amazon platform. Great prime membership add-on!,2025-02-08 10:42:13,0,4,Google Play,GrubHub
"Horrible customer support. My order was duplicated and when I tried canceling, I was told I couldn't cancel order due to the restaurant already preparing it. Disgusting customer service, do NOT recommend this app at all.",2025-02-08 06:14:57,1,1,Google Play,GrubHub
grubhub is better than Uber Eats hands down and you get a free membership with Amazon prime,2025-02-07 23:09:20,0,5,Google Play,GrubHub
This is much better than doordash. At least coming from the fact that it's included with an Amazon prime subscription,2025-02-07 21:54:14,0,5,Google Play,GrubHub
You have no choice but to tip your driver at initial check out. So you are supposed to be psychic so you can properly tip your driver. My food repeatedly shows up cold or just a complete mess. This service is trash due to the fact the drivers are tipped before their delivery. Another thing is i dont know why they even have an estimated delivery time when it is delayed every. Single. Time. It is also impossible to permanently turn off contact free delivery. What horrible customer service,2025-02-07 20:12:05,3,1,Google Play,GrubHub
decent app,2025-02-07 19:46:33,0,4,Google Play,GrubHub
great!,2025-02-07 18:10:50,0,5,Google Play,GrubHub
It's convenient,2025-02-07 18:10:20,0,4,Google Play,GrubHub
Many times the order does not go through but behaves as if it did. so I'll be waiting for nothing.,2025-02-07 16:36:18,0,3,Google Play,GrubHub
Great deal as it is included with prime,2025-02-07 15:00:58,0,5,Google Play,GrubHub
great,2025-02-07 14:11:43,0,5,Google Play,GrubHub
service fees are ridiculously expensive you could pay 10 dollars in just delivering fees plus their deliverers could steal your food. First time I order from them my wings were stolen and in return they only offered $10 credit and did nothing of it. Petty theft.,2025-02-07 12:29:38,1,1,Google Play,GrubHub
Had a issue and was quick to fix issue. Seems like a good way to get delivery. Thanks for great customer service,2025-02-07 12:07:11,0,5,Google Play,GrubHub
Trying to take advantage of the offers. Seems to be the most fair price so far.,2025-02-07 07:45:04,0,3,Google Play,GrubHub
convenient thx u,2025-02-06 21:28:43,0,5,Google Play,GrubHub
"After this delivery, I am deleting the app. It has a GrubHub guarantee. Click on it. It says try again later. Google it, it's been happening for years. So there is no way to contact support at all, so I'm done with the false promise (and regularly late deliveries)",2025-02-06 21:25:04,0,1,Google Play,GrubHub
"You are not going to get your order, they heavily charge you, paid over $50 when the actual bill was $25, and if you are lucky you will get an expired item also, so don't waste your money on this app. This app deserves a negative rating.",2025-02-06 20:56:06,1,1,Google Play,GrubHub
I love having it delivered and I love that it usually comes as ordered,2025-02-06 20:08:31,0,3,Google Play,GrubHub
Straight trash,2025-02-06 20:05:54,0,1,Google Play,GrubHub
Always get charged more!!!!,2025-02-06 19:48:58,0,1,Google Play,GrubHub
"Garbage! Food arrived late and ice cold. It was left in the wrong location with no communication from the driver at all. When I contacted customer service, I was informed that there wasn't anything they could do. The agent, Mary Jane B had me then list all the specific things wrong with the food and ended the chat.",2025-02-06 19:45:45,0,1,Google Play,GrubHub
I ordered food yesterday and it was never delivered. let see if they do better today,2025-02-06 16:18:10,1,1,Google Play,GrubHub
"Terribly slow, support that doesn't respond. I'm not paying $30 in fees just to get my food over an hour later. I'll never use this app again and I'm calling my bank for my refund, should of listened when I said I no longer wanted it. Go play with someone else's money.",2025-02-06 15:05:21,1,1,Google Play,GrubHub
"Ease of use, no hassle, great app.",2025-02-06 14:29:33,0,5,Google Play,GrubHub
Great service but why my card is charged more than the price listed after purchases for example my order I did today was around 34 dollars but my card was charged 40 even though the 34 had all the charges included?,2025-02-06 10:51:56,0,5,Google Play,GrubHub
dont ever use grubhub they are grimy i had an order i paid 35 dollars for and got have the order they wouldn't refund or send replacement and couldn't even tell me why,2025-02-06 09:18:25,1,1,Google Play,GrubHub
Free Delivery is FAKE. It said to activate the 30d membership for free delivery. So I did. The order was already at $16.78. It said I had to add another $1.22 for the free delivery. That's a scam.,2025-02-06 08:45:44,0,1,Google Play,GrubHub
"Will take your money fast , will deliver slow",2025-02-06 02:22:02,0,1,Google Play,GrubHub
"horrible getting drivers, lost many dinners, orders due to holding up for 2 5hrs until finally tell me they can't deliver, by then everything is closed, my family goes hungry. horrible way to not feed families by leaving them to think orders are coming to hold on. lies! iam canceling my membership!! other business do much better, after being loyal for years they have had my family without dinner 9 times.",2025-02-05 22:04:58,1,1,Google Play,GrubHub
Unbelievably bad drivers. Orders are ALWAYS delayed. Terrible customer service. Never using this app again even with Amazon prime and Amex perks. It's not worth it.,2025-02-05 21:45:36,1,1,Google Play,GrubHub
exceeding high fee even as a prime customer,2025-02-05 21:30:07,0,1,Google Play,GrubHub
price hikes like Doordash are NONEXISTENT!!! THANK YOU GRUBHUB!!+,2025-02-05 20:51:15,0,5,Google Play,GrubHub
customer care is lacking,2025-02-05 20:47:53,0,2,Google Play,GrubHub
last time I used this app it had me order from a place that doesn't even exist that's crazy,2025-02-05 20:20:35,0,2,Google Play,GrubHub
"affordable, efficient",2025-02-05 19:28:26,0,5,Google Play,GrubHub
This is the first time I used Grubhub. The driver picked up my food and never delivered it.,2025-02-05 18:59:49,0,1,Google Play,GrubHub
"For the most part ok. Tonight they are saying they the delivered. I'm at hotel and haven't had issues. Checked with front desk just in case. Odd cause they take a pic when they drop off, but not this time. Currently being robbed for $20",2025-02-05 18:10:35,0,1,Google Play,GrubHub
"I have a grubhub+ and Amazon prime and still pay delivery,service and whatever else is being stolen from me,never again",2025-02-05 17:53:56,0,1,Google Play,GrubHub
Promo codes don't work and customer service representatives are apathetic and won't do anything to help. Good luck!,2025-02-05 17:38:08,0,1,Google Play,GrubHub
the fees are ridiculous!,2025-02-05 17:19:34,0,1,Google Play,GrubHub
awesome,2025-02-05 14:46:05,0,5,Google Play,GrubHub
"The service is kinda awful. They overcharge on everything, add hidden fees, and their drivers make a lot of mistakes. They also allow (and I believe encourage) their drivers to double dip on orders, meaning you'll place an order and then need to wait for the driver to pick up a 2nd order and deliver it before you get yours. This always results in cold and late food. Then they make it difficult to reach anyone to get help. They're effectively the Comcast of food delivery. 2/5 stars.",2025-02-05 14:45:35,11,2,Google Play,GrubHub
"After my problem with my most recent order, they weren't able to give me a refund or concession. I haven't used Grubhub a lot, so I'm confused and upset that I was being told I wasn't going to receive any help. Be careful about who you order from because you might not get any resolution for a terrible experience.",2025-02-05 13:46:40,1,1,Google Play,GrubHub
very hard to reach customer service once order is completed.,2025-02-05 13:27:59,0,3,Google Play,GrubHub
Horrible customer service. Horrible communication with drivers. I've had more incorrect or missing orders than correct ones. -10/10 do not recommend this app.,2025-02-05 11:25:32,0,1,Google Play,GrubHub
They suck I suggest people to go to Doordash nothing is good about Grubhub,2025-02-05 09:56:43,0,1,Google Play,GrubHub
"Worse service, 3 times they get my order wrong and one time they assign a very far away driver and the driver was not even moving, I had to wait for more then 1 hour and then cancelled. I will never use grubhub again.",2025-02-04 23:43:19,0,1,Google Play,GrubHub
"I've never used Grub Hub, always Uber. But Uber was having issues and I had 4 kids to feed, 1 sick and a very busy evening. I figured I'd try Grub Hub on a whim and man I regret it.Not only was it a pain to check out, shldve been my first red flag(I've never been good with red flags 😭)they took my money and then proceeded to wait a whole 2 hrs before informing me my order was canceled. If I had the time to cancel it sooner, I so wld have, but by the time I noticed I was already in too deep 😭",2025-02-04 22:18:38,0,1,Google Play,GrubHub
"no ranch dressing was delivered, was asked for",2025-02-04 21:34:39,0,1,Google Play,GrubHub
Horrid. Everytime ive tried to use this app my orders get canceled. Doesnt matter my location. Never gets delivered. Always get sorry we can complete your order. Wish i could give this a 0 star.,2025-02-04 20:42:22,0,1,Google Play,GrubHub
Fix your website so I can report missing items from my PC. I don't want the app on my phone and I shouldn't have to download it.,2025-02-04 19:08:46,0,1,Google Play,GrubHub
We are really enjoying Grubhub through our Amazon Prime membership!!,2025-02-04 18:59:57,0,5,Google Play,GrubHub
"Once again, facing a recurring issue that has stopped me from being able to place an order. Unable to place an order because I'm being asked to confirm my phone number and the app hangs/buffers endlessly upon submitting my information. This seems to occur every other time I try ordering from this app. This issue seems relatively new, starting a few months ago.",2025-02-04 18:44:36,451,2,Google Play,GrubHub
❤️❤️❤️❤️❤️,2025-02-04 18:06:15,0,5,Google Play,GrubHub
I was expecting a doorbell ring. my food sat on the porch for 20 minutes - stone cold.,2025-02-04 17:14:14,0,2,Google Play,GrubHub
as advertised,2025-02-04 17:05:30,0,5,Google Play,GrubHub
Higher prices by default? Even for pickup. Should be criminally charged. And don't tell me its the restaurants doing when everywhere I normally order from always has a cheaper price via another app.,2025-02-04 16:52:58,0,1,Google Play,GrubHub
All of these for delivery services are price gouging.,2025-02-04 16:41:02,0,1,Google Play,GrubHub
Had an order canceled when I realized the delivery had been pushed back several times. I didn't want to pay the bill for food that wouldn't arrive for another 2 hours after the order had been placed. No refund. Terrible customer service. *Edit- Received $5 refund for a $70 order.,2025-02-04 15:18:41,0,1,Google Play,GrubHub
This is my second time ordering from here and I am not having any issues.,2025-02-04 14:09:40,0,5,Google Play,GrubHub
"Been using GrubHub for years, love it",2025-02-04 12:54:53,0,5,Google Play,GrubHub
"Very deceptive pushing in sales and the application has restrictions to cards entered for billing and missing payment methods. The push off for exposure of two social media platforms, Facebook and Amazon are only available in this platform isolated.",2025-02-04 12:18:39,0,1,Google Play,GrubHub
Drivers steals food,2025-02-04 11:16:17,0,1,Google Play,GrubHub
"As a vegan enthusiast, I am thrilled. I'm so impressed with Grubhub's vegan options and delivery service! I ordered from Burger King and my food arrived hot, fresh, and exactly as ordered. The vegan 'chick'n' parmesan sandwich was incredible! Grubhub's filtering options made it easy to find plant-based restaurants and dishes. Will definitely be ordering again!",2025-02-04 11:08:04,0,5,Google Play,GrubHub
Awesome job done,2025-02-04 09:55:22,0,5,Google Play,GrubHub
"Easy to use, convenient.",2025-02-04 08:07:16,0,5,Google Play,GrubHub
The help screen flatout does not work. The customer support is abysmal.,2025-02-04 03:07:56,0,1,Google Play,GrubHub
A bit cheaper than Uber eats. So that's good but contains major bugs. The issued refunds are not deposited even after clear confirmation. Should include a feature to bundle orders from different stores.,2025-02-04 00:27:27,0,3,Google Play,GrubHub
"Completely horrible experience. I have ordered about 7-8 times from them and most of the time they cancel my orders out of the blue. Support has been saying forever that I should not worry but they will make improvements to avoid this in the future and to suck it up pretty much. Terribly disappointing. Update: they still suck. Every time I order something, it's like flipping a coin. Chances are even, you never know if your order will come or not.",2025-02-03 23:43:27,18,1,Google Play,GrubHub
the service is convenient and helpful. the only issue I've had was an order being placed incorrectly from how I entered it in here once. other than that I've been pleased.,2025-02-03 20:41:30,0,4,Google Play,GrubHub
Bug: Create an order in 1 location for 1 address. Leave order in cart. Go to new location and address. Try to delete items in order. Results in error message. Cannot clear order.,2025-02-03 17:30:16,0,1,Google Play,GrubHub
Great food. Easy to Order,2025-02-03 17:28:40,0,5,Google Play,GrubHub
Where is the Favorites Tab? Why does the app allow the user to favorite a bunch of restaurants but there is no way to see all of the favorites at once. Pretty useless to allow a favorites button if you can't recall them when needed.,2025-02-03 17:17:06,0,3,Google Play,GrubHub
"Delivers keep going to the wrong location. Even if the door of the other location is clearly marked as different address and you correctly entered your address this will still happen. You will not receive an explanation on how or why it happens. Current policies inconveniences customers, restaurants, drivers and makes it difficult for their own employees to address issues. One must wonder if leadership is asleep at the helm",2025-02-03 16:06:16,5,1,Google Play,GrubHub
Was supposed to get grubhub+ for free for having Amazon prime but can't get it and it took almost 5 mins to add a payment method it keep telling me to add a new card after I entered all my details,2025-02-03 15:56:00,0,1,Google Play,GrubHub
I have Grubhub through Amazon n the savings on delivery fees n other things are really great. I've had a bad experience with other delivery services (drivers taking my order) but Grubhub n Amazon has helped me deal with it n start fresh. Thanks Amazon n Grubhub.,2025-02-03 10:38:15,0,5,Google Play,GrubHub
"GrubHub is way better than DoorDash, except it has more fees so it's a bit more expensive.",2025-02-03 08:48:38,0,3,Google Play,GrubHub
"Poor service, cold food, and missing items.",2025-02-03 06:32:22,0,1,Google Play,GrubHub
charge less fees then other delivery companies,2025-02-02 20:55:27,0,5,Google Play,GrubHub
"This app sucks, the customer service sucks. Overcharge for a priority order to be well over a hour late. 4 different drivers. I went to pick it up myself",2025-02-02 20:29:34,0,1,Google Play,GrubHub
"Bruh. There's two addresses with the same street and number. Only the zip code differs, yet I can't tell the difference in the app. Fix it bro.",2025-02-02 19:43:52,0,1,Google Play,GrubHub
not worth it unless you already have Amazon prime and even then the service feels are crazy,2025-02-02 19:10:10,0,3,Google Play,GrubHub
It's now been four separate times where my order is canceled minutes before it should arrive. I set up to show so I can get work done and last minute I have to figure out what I'm doing for dinner. Very annoying and gonna think twice about using GrubHub on the future,2025-02-02 16:55:32,0,1,Google Play,GrubHub
I love this app!!,2025-02-02 16:22:59,0,5,Google Play,GrubHub
fees are outrageous,2025-02-02 15:42:05,0,1,Google Play,GrubHub
so far its been good but im always worried about buying stuff online that it won't come or will be delivered to the wrong place.,2025-02-02 15:06:06,0,5,Google Play,GrubHub
pretty good,2025-02-02 14:48:46,0,5,Google Play,GrubHub
"What is going on with this app? I keep getting an error message "" Not available in my country!!"" Is this for real???",2025-02-02 13:30:12,0,1,Google Play,GrubHub
Does not allow me to order food!!!!!,2025-02-02 12:40:29,0,1,Google Play,GrubHub
Refund process should faster and more transparent. Doordash refunds are almost instantaneous.,2025-02-02 11:07:02,0,4,Google Play,GrubHub
Not good,2025-02-02 10:44:27,0,2,Google Play,GrubHub
"Waited over 2 hours for my delivery. Food arrived cold. (Seafood is disgusting when it's cold) But, since I waited for 3 days before complaining, I was no longer qualified for any type of reimbursement. Over $65 for two and it didn't get ate. I'm going back to Door Dash.",2025-02-02 02:08:36,0,1,Google Play,GrubHub
"Horrible service. Multiple drivers were shown going the wrong direction to pick up my order, 45 min after it should have been delivered. It kept getting dropped and picked up by the next driver. Then corporate asked if I would be OK with continuing to wait if they gave me a 5 dollar off coupon. This is roughly an hour after my order should have been picked up and another 30 min before I would have received it, if the driver had been in the restaurant, waiting for pickup. Trash service.",2025-02-01 23:14:47,0,1,Google Play,GrubHub
Scammed me I didn't receive my order and didn't refund my money because it said it has been delivered,2025-02-01 22:52:08,0,1,Google Play,GrubHub
Too many steps to take when they mess up your order!,2025-02-01 22:46:03,0,1,Google Play,GrubHub
"I'm just happy with the service. My experience with the drivers and the restaurants has been awesome. Nothing to complain about. Special thanks to the cooks and drivers for their hard work, friendly service, and great food. Amazing hard work. Thanks.",2025-02-01 20:52:02,0,5,Google Play,GrubHub
Delivery never made it. The driver made no attempt to correct. Don't think I'll use this app again.,2025-02-01 20:10:30,0,1,Google Play,GrubHub
Other than not allowing some food edits. love the app.,2025-02-01 20:02:28,0,4,Google Play,GrubHub
prime,2025-02-01 19:56:06,0,5,Google Play,GrubHub
service fees area rip off,2025-02-01 19:06:09,0,1,Google Play,GrubHub
Extraordinary Authentic Like i would be in Thailand,2025-02-01 18:44:49,0,5,Google Play,GrubHub
everytime I ordered it gets delayed grub hub customer support only gives generic answers to questions find a better food delivery app,2025-02-01 18:19:54,0,1,Google Play,GrubHub
too many fees,2025-02-01 18:09:01,0,3,Google Play,GrubHub
way too expensive. even if you have prime they still stick you with fee's.,2025-02-01 18:05:49,0,2,Google Play,GrubHub
great app easy to use,2025-02-01 18:04:08,0,5,Google Play,GrubHub
Hey Grubhub! Please add an option to tip my driver after delivery. I have specific instructions for a tip. Like NOT putting my food on the ground. I took away stars for the hassle of contacting customer service every time I need to tip. Still no button for tip after delivery. HUGE HASSLE,2025-02-01 17:36:01,0,1,Google Play,GrubHub
very reliable,2025-02-01 16:25:26,0,5,Google Play,GrubHub
love that grub hub is part of my prime services,2025-02-01 14:53:06,0,5,Google Play,GrubHub
1st time ordering! let's see,2025-02-01 14:14:17,0,5,Google Play,GrubHub
never get my order picked up from store this is why door dash is king,2025-02-01 13:35:06,0,1,Google Play,GrubHub
"Refused to fix app. Gave me a generic solution and then basically said sorry, you're out of luck when that didn't work.",2025-02-01 13:22:01,0,1,Google Play,GrubHub
all the fees make it expensive.,2025-02-01 11:33:53,0,3,Google Play,GrubHub
long time b4 drivers arrive,2025-02-01 10:14:48,0,4,Google Play,GrubHub
They frequently will have failures of delivery which do not legally fall within their purview but will still cause you to not have food for an event,2025-02-01 04:12:58,0,1,Google Play,GrubHub
Keeps charging me and won't let me cancel bc I am out of the country. Nothing in the app works including support and account management/deletion.,2025-02-01 01:02:32,0,1,Google Play,GrubHub
Worst app ever. I ordered food and waited over an hour for them to cancel my order,2025-01-31 22:39:48,0,1,Google Play,GrubHub
"I called the driver because he was late, he didn't answer his phone then he sent me a picture of a house that's not mine 😒, so now I'm waiting for my new order.",2025-01-31 22:10:27,0,2,Google Play,GrubHub
Great Service,2025-01-31 20:33:41,0,5,Google Play,GrubHub
grub hub should deliver from red Robin to Wellington like door dash. next time I'll order through door dash from a place off of Harmony,2025-01-31 20:14:24,0,3,Google Play,GrubHub
App stopped working on my Android last week. Uninstalled and reinstalled but I can't login. Just says to retry later. Don't know how to get help.,2025-01-31 18:10:36,0,1,Google Play,GrubHub
Hard to see screen,2025-01-31 16:36:18,0,2,Google Play,GrubHub
1 hour to go pick up my subway up the road??? Nah I'll drive instead next time. Unreal.,2025-01-31 10:44:03,0,1,Google Play,GrubHub
"NEVER again, will I order from grubhub! They are the most unprofessional, uncaring online food services. A restaurant named island bagel bar located in far Rockaway. Messed up my order and treated me rudely. Also acted unprofessional and refused to give me back my money grubhub, refused to give me back my money. They didn't care that I paid for food that I didn't receive. I got the wrong order. They're both horribly rude and unprofessional. Do not order from either place.You'll be sorry!",2025-01-31 10:30:54,0,1,Google Play,GrubHub
The driver always goes to my neighbors house up the wrong drive way 😡,2025-01-31 10:14:30,0,3,Google Play,GrubHub
"Delayed cold food this app is now garbage Just expect to have your food to be delivered an hour to hour in half so your food will be cold, soggy or melted Why you may ask, because your delivery driver has three other orders to fulfill before yours Even if you choose priority, expect the same experience with NO compensation And if you do somehow manage to get help, expect gub credits which your not able to use at the end cause you waited too long to use thank grubhub",2025-01-31 08:55:37,0,1,Google Play,GrubHub
"Can't even order anything without getting a technical error code, thanks guys",2025-01-31 00:17:43,0,1,Google Play,GrubHub
They make it impossible to use most codes including the $10 off. A huge scam,2025-01-30 22:12:05,0,1,Google Play,GrubHub
Horrible service food delivered to wrong house. And I'm left at 7pm with a hungry kid. Driver didn't read direction in the area provided about how and where to deliver to a house! Instead he gave it to a complete stranger. In a house that was 2 houses over. Thank you for the excellent service you claim to provide. I wish I can take that star away. You don't even deserve that.,2025-01-30 22:00:18,0,1,Google Play,GrubHub
"There is no accountability for restaurants. They can put whatever they want in your bag, you still end up paying for it. We have one praying in our family with a food allergy and her meal is regularly botched. Because the only thing customers can control is their tip, drivers are unfairly punished. Restaurants make their whole dollar on the meal no matter what they throw together, customers are left getting whatever tf restaurants feel like sending. Unreliable and unethical.",2025-01-30 20:07:51,0,1,Google Play,GrubHub
amazing customer service,2025-01-30 19:33:20,0,5,Google Play,GrubHub
easy & fun,2025-01-30 18:57:15,0,5,Google Play,GrubHub
Payment sucks,2025-01-30 17:00:21,0,1,Google Play,GrubHub
hasn't disappointed me yet!!,2025-01-30 16:48:18,0,5,Google Play,GrubHub
"ordered a meal, driver name/profile was sent to me, then order was canceled b/c restaurant was closed",2025-01-30 14:59:18,0,1,Google Play,GrubHub
"Seemingly stopped supporting Google Pay and PayPal within the app, and only recognizes them on the mobile website.",2025-01-30 14:10:31,0,2,Google Play,GrubHub
Please fix the map it keeps adding the wrong address to a downtown LA government.building. it's not Norwalk it's Los Angeles argh!!,2025-01-30 12:11:07,0,3,Google Play,GrubHub
