date,review,rating,isEdited,title,userName,developerResponse
2024-08-04 19:55:26,"Only a five star so you can see this comment do not I repeat do not download this app, I promise you DoorDash is wayyyyy better. I literally placed an order waited for two hours, even though the restaurant was only seven minutes away from my location. I contacted the restaurant, and they informed me that my order was ready, yet it took two hours to find a driver. The first assigned driver never picked up the order, and when the second driver arrived, they were told someone had already picked it up. This confusion resulted in the cancellation of my order right as the restaurant closed, leaving me without my meal. At no point was I contacted or updated about these issues, which left me scrambling to find food as other nearby restaurants were closing. When I finally got in contact with support they gave me $10 for the inconvenience. Literally if this was DoorDash not only would you get a refund and coupon but also they would reorder your food. Don’t use this app if you don’t have to.",4,False,Terrible customer service use DoorDash instead,8.queen.8,
2024-08-05 20:22:38,"I ordered food from this trash app and I only use my home address for these type of things and when I look saying that it’s on its way to me it shows a very different address from my home address. I contacted the driver 3 times but she never picked up the phone. I send her a message with the correct address 10 minutes before she gets to the other address, but never contacted me. When she gets to the wrong address she messages me saying that it’s 3 miles away from the location that she is at, ( basically 5 mins way) when I get the notification saying that my order was cancelled and I WAS STILL CHARGED. I called customer service hoping that they would give me a refund or make another order for free of charge, my god was I so wrong. What the guy told me that it was my fault for not checking the address properly and since the driver did get to the location that was provided she TECHNICALLY delivered the food. When I told the guy that I have never even seen the address that was used, he basically told me tough luck. I immediately hung up the phone and called my bank to cancel the transaction, and luckily they did. So yeah morale of the story don’t use this app it will randomly put in other addresses that you have never even seen. Use door dash they at least put in the address your using in bold letters while your looking and ordering food.",1,False,Absolute garbage app/ customer service don’t care,Rippingwave,
2024-08-09 21:43:16,"I accidentally charged a transaction to a merchant by mistake and immediately went to cancel soon after (after the ""go back"" button disappeared) but I ended up having to pay a cancellation fee that was more than the cost of the meal itself. I called customer service to resolve this but they said that the merchant already received the order and they couldn't refund the amount nor even offer a one-time courtesy credit. One representative even told me I should have called Uber Eats customer service instead of cancelling on the app and, if so, that should plainly be indicated as an option instead of cancelling directly on the app and having to eat exorbitant fees. I kept calling customer service and asking to speak with a supervisor who might be able to effectively resolve this but it's been an endless waiting game and it just feels like the customer representatives don't really care. It's ridiculous to lose money over cancelling right after an accidental transaction and before any food preparation has begun. So, beware if you accidentally make a transaction that you didn't intend because you'll be liable for fees plus no support from Uber Eats customer service. Incidentally, I signed up for membership but I will be canceling.",1,False,Poor Cancellation Process & Customer Support,Ellen Lucky,
2024-08-13 00:39:10,"I’ve only used a few times but right now my car totaled so I had to get groceries delivered. At first my app was glitching and when I added eggs to my cart it wouldn’t show anything in my cart. It was having a hard time loading so I figured it just didn’t process. I get my order delivered in a timely and professional manner, but then they show up with 3 cartons of eggs. I thought no big deal I’ll just get a friend to take me to the store to return 2 of em. I called the store and they said I could bring them back but I’d have to contact Uber for a refund. Uber support chat is so insufferably glitchy that sometimes the chat you’re typing out just deletes before you write a sentence. Then I was told “we don’t deal with returns” but I don’t understand why? I guess it’s not a huge deal but I’m a little miffed because I’m a college student trying to save up to fix my car which is already hard enough having to Uber to work and getting everything delivered. I just find it odd that the store is willing to take the item back and Uber just isn’t willing to return my money. Can they not just call the store and confirm the items were returned?",3,False,No returns?,Redbear707,
2024-08-15 00:08:01,"I stopped using Uber several years ago because our delivery drivers couldn’t seem to get the full order to my house, and Uber NEVER refunds for missing items (they refund for incorrect items, but never missing items). We started using it again recently and had an order delivered missing over half the $60 order. I contacted Uber and asked for a refund of the missing items only, didn’t include tip or tax in the request……it was around $17. They said they would refund my whole order. Suppose, they did not. They refunded $7. I contacted support the next day and was told the first time that because the order was 48 hours ago, they couldn’t help me. The order was less than 24 hours ago…..then the second agent seemed friendly and happy to help, until they responded with “the system is experiencing difficulties” and abruptly ended the chat. The customer service here is nonexistent. And I paid for my kids food order then when they didn’t get it, I had to take them food and pay a second time for items I had already paid for!!! Cancel this service if you have it and use DoorDash or Grub Hub…..thier customer service is a million times easier to deal with.",1,False,"If 0 stars was an option, I would have chosen it!",unhpy mom,
2024-08-15 02:51:23,"I used to love Uber eats, it was an easy way to get tons of different types of food. The reason I give it 3 stars is that in the past few years there has been so many deliveries where they say the food is delivered, there is no photo evidence of delivery, no door bell ring, nothing. Just “delivered” but the food never arrived. The app is good with refunding you but after this happening 5x in a row multiple times it’s like why??? How does this happen?? What if you’re waiting on Uber eats for dinner after 12 hours of working and you come home to a “delivered”
Dinner only to find out that nothing is there and your courier either stole the food or.. something else went wrong? It’s horrible. Contacting support is useless they tell you that the money is refunded and this event has been documented. But nothing has improved over the course of several years. This app has become so undependable it’s almost not worth using. I wish the app would fix this but they refuse to care.",3,False,Gone downhill since COVID,Fuvhyu,
2024-08-17 02:25:01,"I ordered a drink and then it charged me for it but the. I check my bank account and it charged me for an order that was apparently placed last month on my birthday. I never made an order to that place and would never order something on my birthday worth my own card. Then called and they said someone else may have ordered from my account I told them “take them out of my account or find the address” they responded “sorry I can’t do that” then I ask can I get my money back, I wanted it back bc it was over 50 dollars in a purchase (fraudulent purchase). Apparently they can’t give me money back so they keep texting me for five days I can’t see the transaction, but the day before she said the exact order total that was charged and it was in the texting history. So I thought this was a scam. I feel bad if this happens or did happen to anyone else other than that I liked this app I used it for like 1.5 years and nothing like this has happened. If this order was somehow over that amount of money or if this person who ordered wit my account and card got ahold of my info that would have been a bad situation for them. To this app or to those people I’m giving u three stars to be nice.",2,False,Can’t protect your payments,zfhfddfb,
2024-08-17 07:11:20,"We all know that order food delivered via Uber Eats mean you pay all kinds of extra fees. And we all know that the delivery drivers are “independent contractors” so that Uber does not have to take responsibility for them the way most businesses have to take responsibility for their employees. 

But I still expected them to take some responsibility when I live chatted with customer service about my delivery driver stealing my food. He had been 6 minutes away from my house, then I checked a few minutes later and he was 18 minutes away driving away from me on the interstate. And then shorty after that, he was half a county away and the eta was reading 31 minutes with him not responding to my messages. I told customer service that I understood that there was no chance I was getting my food that night, but  wanted to be able to leave a review of this guy so others could be forewarned, and I wanted some type of credit from Uber above simply allowing me to cancel the order at no cost to me. But customer service instead cancelled the order, then when I asked about the credit ( which they give as a matter of course if a meal is delivered late), they signed out of the chat. So I got no credit, and because it was a cancelled order, I was not able to leave a review of the driver.",1,False,Terrible Customer Service,Hungry and Very Unhappy,
2024-08-17 21:41:25,"It’s not MY fault that the restaurants I ordered from messed up my order almost all the time with either not giving me my drink, burning my food, or giving me the wrong item….. just to let you guys know that to a certain point Uber eats will just stop giving you money back for the items that were messed up if you send them messages too many times due to something out of your control^-^ like thanks so much for wasting my money UE… I can’t even get it back because of something not my fault at all.. I even provided evidence and everything like it’s not like I’m lying…… the customer service is just something else too like when you ask for a refund after so many they just don’t even send you a confirmation email anymore after asking for help like how I used to. Then the response was even more unprofessional without a single ending… like RUDE! This customer service agent also ended our conversation when I wasn’t even done talking last time when I asked why I couldn’t get my money back on a wrong item but yeah. Anyways yeah.",2,False,Unhappy and frustrated..,kdybunnyc,
2024-08-18 17:29:43,"I’ve been using Uber eats for years and I have consistently witness nothing but being robbed by this app and before we get into the parts of the restaurants messing up the orders, I know the difference because I work in the food industry and I work for Chick-fil-A however, using the Uber Eats app will cost you so much more to get a meal and you don’t even get it on time ! I have decided not to make it an issue or complain but today was my last straw. I ordered one single specific item from Burger King and that cost me so much money almost $30 and my order is taking two hours to get to me and Uber has switched out my drivers multiple times making an even longer wait for me , I’m awfully hungry and now dissatisfied for my food. I will say that the construct of the app is a great idea, but it’s not helping the customers the right way, but rather taking away from the community and people who also work in the food industry.",5,False,PSA ‼️‼️‼️ read this !!,abigail yiadom,
2024-08-19 22:18:25,"Update: I switched to another service and my experience has been great. Orders always on time and no more mistreatment from Uber. Happy to have brought my over $1000 of monthly business elsewhere along with family and friends. You can only mistreat people for so long Uber! I saw an ad for your service with a lie claiming that orders are delivered on time 95% of the time and simply had to update my review. You might not care about 1 Customer, but Thousands of others will soon be joining me. We’ve had enough I spend over $1000 on Uber eats per month. Every order my food has been taking longer and longer to arrive. They switch drivers several times. Today, I asked them to cancel My order (after paying extra for priority). They instead closed the chat on my face and gave me Uber cash. I am DONE with this app. We should all just go to restaurants for pickup (and save money) instead of supporting this unethical tech giant. I’ll be doing that going forward and when I absolutely can’t make it to a restaurant, I’ll be using door dash or anyone other than Uber!",1,True,Waiting hours for my order - switched to another app and experience is 100x better,Z Poster,"{'id': 34300440, 'body': ""Hi, We're extremely sorry to hear about your concern regarding your recent experience. This is certainly something we'd want to deep dive into. For us to be able to resolve your concern, fill in your details here: https://bit.ly/343HNsE. We shall get back to you at the earliest."", 'modified': '2023-01-16T06:22:32Z'}"
2024-08-21 02:13:49,"I am writing this review to draw attention to two issues. One with the app is I received two promotions on my Uber one membership account, meaning I’m paying Uber to receive coupons and deals each month. I had a 40 percent and 50 percent coupon on my account that I could not add and use. It has stayed on my account for over 3 weeks and seems to be infinitely taking up space for working promo codes which I am again paying money for every month. I tried to ask why I could not use the coupons (the t&c do not say they are deactivated, excluded from my account, or have special conditions I need). I went through 4 service representatives who all very rude and short with me. I just wanted to make sure I could still receive working coupons (because again I am paying for exclusive deals and hadn’t received a working one in over a month). I was very dissatisfied with my experience. All I wanted to know was how can I remove these promos so I can start getting working ones again because these two had been sitting in the “rotational queue” potentially blocking future promotions until the app saw that these were used. I just wanted to have a confirmation or not to what was going and was treated poorly and I am unable to utilize my membership because of a glitch/Uber eats problem which I tried restarting, logging in/out, and all the other fixes but received no real help after months of loyalty I changed my rating for this mess of an app!",1,False,Promotion glitch and rude customer service,Tencent382,
2024-08-21 19:31:29,"Uber Eats is a joke. I’ve decided after my order today to never use it again. I’ve used uber eats many many times but apparently you can only “rate your order” negatively 3 times and uber will credit you for a bad order received. After that, if the restaurant screws up your food, it’s automatically your fault and uber will not do anything about it. In fact, they will tell you that you’re not allowed to complain more than three times about bad food. I spoke with three reps and got disrespected in the worst way. I ordered my lunch at work at 2:00pm and no driver was assigned to it until an hour later. The time kept changing for when I’d get my order. The reps I spoke to said they’d fix the issue if the order came later than 3:40. The time changed again and it was after 3:40….i leave work at 3:30. I notified them of this. They said if I cancel I have to pay for it. And that they were kidding and couldn’t help me anymore when my order came after 3:30 AFTER they promised to fix the issue which they didn’t fix. Don’t use this app. They lie and disrespect their customers. I will no longer Uber eats. I’ve never been disrespected to the point that I have been today by a food delivery service. What trash.",1,False,Not allowed to complain more than 3 times,Sara.alw,
2024-08-23 14:25:25,"First time ever using the app a few weeks ago while on vacation with my family because we don’t have Uber in our hometown but they did at the beach. Uber Eats took my money for an order that was never delivered, when I tried to file a complaint and request a refund considering the order wasn’t delivered. I I tried to contacted the delivery driver phone call sent straight to voicemail. I called the restaurant the order was coming from they told me they never processed the order, meaning they didn’t charge Uber eats for the order at all. So I tried to reach out to the customer support and all I was met with a “your order is not eligible for a refund” response 3 days later. So basically Uber took 70$ out my bank account, the restaurant never charged Uber Eats for my order so they never actually paid for the food, and I never had order delivered. So Uber Eats just took my 70$ and kept it, not paying the restaurant and not delivering my food. I even talked to customer support multiple times in chat logs and explained everything to a real person I was told “unfortunately your order isn’t eligible for a refund, we’re sorry”. 
0 out of 5 Stars I would drive 10 hours in a black truck, through a desert with no A/C in the middle of summer before I never use This app again.",1,False,Complete scam,Tripp Cassidy,
2024-08-26 22:25:45,"This app and service has become very sketchy. They are charging people for tips without prior knowledge at random. They changed the amount after I paid for my order without my consent. You can tip as much as you prefer, but making a customer obligated to tip and charging them something they aren’t aware of is illegal. Their customer service has very limited access to help their customers with anything.

Separate incident, I have ordered on the app for a pickup order and the owner of the store decided to close the store before the time they had listed and I didn’t get my order. It was $35 worth of food and I immediately contacted the customer service. Similar to the other issue, they didn’t know how they could help me and told me to wait 24 hours, which made no sense. There was no refund and follow ups or resolution provided. What’s even the point of having a customer service team if they dismiss you at their slightest inconvenience? 
Definitely going to refrain from ordering with Uber Eats after these experiences.",2,False,No effective customer service,nontrump2020,
2024-08-27 12:56:32,"I have been a loyal customer for years, and even an uber one member that I paid monthly subscription because of the perks that comes with it and also to maybe get the best out of uber eats. I ordered last week complaint because I pick up the food from the restaurant but then restaurant said somebody picked it up, and never get a refund for it. Then 2 days ago, I placed an order again on uber eats because I work late and this is the most convenient way of getting a late dinner. When they delivered my food, it was a completely wrong order. I called uber immediately and complaint, i was promised that I will received a phone call from a supervisor in 30mins but no calls come through, I went and drove to the restaurant and returned the order and they did not even try to fix my food, i was told by the restaurant to contact uber eats. then I received an email stating that the order matched but I went to the restaurant and returned the order and left empty handed. I feel robbed twice, and the money I earned for my hard labor just flew in the air. I explained and told these customer support about the situation but they keep closing the issue I submitted. This is unacceptable",1,False,Uber Eats steals money,rhen1001,
2024-08-28 01:26:56,"If you’re considering driving for Uber Eats, I strongly urge you to think twice before signing up. My recent experience highlighted a major issue that every potential driver should be aware of: Uber Eats allows customers to drastically change the tip amount after delivery, leaving drivers shortchanged and frustrated.

I accepted a delivery for $15, which included a tip, to drive 7 miles. After completing the order and delivering the food, I was shocked to find that the customer had reduced the tip to zero, leaving me with only a $3 base fare. This was a complete waste of my time, gas, and vehicle mileage. When I reached out to Uber Eats customer support, they informed me that customers have the right to change the tip amount after delivery, regardless of the effort the driver puts in.

This policy effectively allows customers to abuse the system, leaving drivers with little to no recourse. Uber Eats’ stance on this matter is highly disappointing, as it shows a lack of consideration for the drivers who are the backbone of their service. Before you decide to drive for Uber Eats, be aware that you could end up being severely underpaid for your work.",1,False,Uber eats drivers application,ghjkhddhjkkl,
2024-08-28 03:16:09,I hate writing reviews but this gotta be done. Lately the customer support just don’t want to refund you your money or they only give out 5 dollars in Uber cash. I’ve had countless items be missing from my orders and whenever I go to get my money back they either close the case without giving me my money back or offer a small little 5 dollar Uber cash that isn’t even the equivalent of what I paid for and honestly doesn’t take much off the order. Even with my latest order I was missing a whole meal. I did what I was supposed to do and was expecting a refund cuz what I ordered cost at least 14 dollars. They hit me with the “someone will reach out to you within 48 hours” and when I did get a message it was just them saying that my food was all there and then closed the case! I had to order more food that night because I didn’t get my food. So to see that I’m not even getting refunded for that meal I never received gets me upset. I’m finna just leave because it’s always something with them. I should not have to jump through hoops to get my money back over food I never received. Do better Uber eats!,2,False,Never want to give your money back,Jujuchxn,
2024-08-28 19:37:07,"Look, can you please stop hiring drivers that don’t speak English??? I had to eat a cold sub because my driver couldn’t get thru the entrance gate of condominium complex I live in. He kept texting me that he doesn’t speak English and that the security wouldn’t acknowledge him. I told him to just tell the security the address he’s delivering to, tell them his name and hand them his license. He texted back, “How am I supposed to do that when I don’t speak English?”. I got fed up after going back and forth texting, I just wanted my food. I had to walk all the way to the front gate to get my food and when I got there he was arguing with the security and blocking traffic. The guy was a complete jerk arguing with everyone he was blocking. He gave me my food and ranting a bunch of mumbo-jumbo. I told him he needs to learn English or find another job. As I was walking back home it started to rain and I got soaked along with my food. I gave firehouse subs a good rate because it wasn’t their fault my food was cold and wet but I gave the jerk driver a bad rate and took my tip back. Please, STOP HIRING DRIVERS WHO CAN’T SPEAK ENGLISH",2,False,Drivers do not speak English,mandingo1thousand,
2024-08-29 14:43:29,"For my friends sobriety gift I purchased and sent a forever flower to her from Bloomingdays. On the app I put the delivery instructions in to bring to the front and who it was for. The time came for delivery and when the driver called me it showed him 2 mins away from the school she works. The driver answered the phone saying “Hello no one’s there”. When I told him to buzz and they will come out he then proceeded to tell me “I don’t speak English”. I tried my hardest to explain, but he kept saying “no no no no”. I called the school and they had people outside looking for him and there was no one there. He called me back and said “Uber”, I said “yes the school is looking for you”, he then said “wrong number sorry”. Then my order showed as delivered. When trying to contact Uber to get a refund or to just get this fixed, they will not refund nor fix the issue and keeps closing the help chat, without even giving me a number to speak to a manager. I have all the screen shots to prove the horrible treatment as a customer. I’m going to continue to fight till I’m refunded or my friend gets her flower! This is insane that clear as day ROBBERY is ok with this company!",1,False,Thieves,blah1@86,
2024-08-30 15:42:52,"We have been loyal customers with Uber eats for a couple of years now but our latest experience has made us end our Uber one membership and delete this app.
We ordered pizza. Now with this order we got 1 pizza and got 1 free pizza, a 2 liter drink, 3 sauces, and cheese bread. After we got the notification that our order had been delivered, we open the door to only find the sauces and the cheesy bread.
We immediately contact support to tell them that we didn’t get our two pizzas and our 2 L drink. 
And of course they wanted proof that we didn’t get those items with a receipt and a picture of what we got. Upon further investigation on their side, they told us that we HAD received all of our items and they could NOT refund us for the items we had not gotten. So we called to speak to an actual person, and all they told us that they couldn’t help or refund us so they sent us to yet again another message group for support. We even asked multiple times why they couldn’t respond us and they couldn’t give us a straight answer. Low and behold, they said the exact same thing… They couldn’t refund us because we got everything. So again, we cancelled our membership and will not be using Uber anymore.",1,False,Over it.,Volley101Ball,
2024-08-31 00:40:41,Man I must say I’m not to smart with the technology theses days however this app made it easy and understandable for me to place this order I was really afraid to do it myself and I called someone else to help me and I tried to place the responsibility on them just in case I made a mistake of course my stomach is going off but to be honest I took the chance and I’m shocked at how well I did not only that this just shows me that if I just get out and come out my comfort zone I may just may be able to accomplish so much more if it wasn’t for just this opportunity I wouldn’t know my actual potential now I do thank you so much Uber eats god bless you and I hope you say the same thing about me ;one to be honest I would refer anyone and every single person I know to use this app because it was easy and understandable so once again thank you and you get not five stars from but fifteen right on and congratulations to you and whoever helped and put your format together far as the app goes right on again keep chasing the bag,5,False,Uber eats,Roofss,
2024-08-31 04:13:16,"I know that I shouldn’t use this app. They treat their workers badly, and they treat the restaurants they partner with badly. But I currently have Covid and needed groceries, and it seemed like this was the cheapest way to get them delivered because they had a promo for $40 off. But when I increased my tip because I thought the dude was really fast and did a good job with substitutions, they removed that promotion and refused to reapply it without a screen shot, which I would have had to take before putting the order in. It was totally ridiculous. It’s like, you’re a tech company, and you can’t make sense of this without me sending you a screenshot. Like, I’m pretty sure I’m talking to a chatbot right now, and it’s claiming not to have the technology to look up a receipt. And there is no way to talk to an actual person. It was so frustrating that I just gave up. Delivery should not be kafkaesque. It’s supposed to make things easier. I won’t be using this app in the future. You used to get good customer service in exchange for the moral compromise of using such a trash business, but that is no longer the case.",1,False,Bad customer service,GonzoMello,
2024-09-02 11:14:11,Ive been using uber for years but just yesterday i go and order food and get told the item i want they don't have so i asked for a refund on my whole meal I'm not paying for something i literally can’t have thats insane so the delivery driver told me to cancel the order now the only option you have in the app is to talk to a bot you don't get a choice of talking to a person unless it sends you to one so it cancelled the order an i still got charged the full amount i am now being told i can not get my refund because i didn't talk to a person but they don't make it so u talk to a person first but now i being told its my fault their app is built off of bots and i should have some how talk to a person when i never even got redirected to one i am going to make this a bigger issue with my bank and make sure i get my money back but i will no longer be using uber for this reason their isn't even a customer support call for these issues you talk to another bot an they will send you to a person copy and pasting messages from a document they are given like come on!!!!,1,False,Cancellation won’t give you money back,Lilbunnybean,
2024-09-04 19:46:59,"App likes to upcharge ridiculously. Then will charge random absurd fees when they waive delivery fees because you have a monthly subscription. Then after paying monthly, having to meet a minimum order total, and being charged random fees, they will attempt to guilt you into a tip that is as high as half your total or more. Now I will not order if I can not adequately compensate my delivery driver but asking $10 on a $20 order to deliver it 3.2 miles and it only has a handful of light items is a bit egregious. My last order had a free item on it which they used to boost my order total so as to be able to charge more fees and higher tip. After paying for the subscription and spending enough to qualify( so meeting 2 requirements) they had the audacity to total out my order with 12 in fees being discounted but the taxes and tip based off a total with my promotional items cost tallied in. They will also estimate your delivery and it can change up to almost an hour. As well as if no driver will take your order but the store started to make it and you can no longer wait for your order you will be charged simply to cancel it. Literal cash sucking all around for anything they absolutely can. THE ONLY UPSIDE IS THE FRIENDLY DRIVERS.",1,False,Would rate zero if possible,Cheshire130,
2024-09-09 03:39:06,"I’ve been using Uber one for the past few months at least, but I’ve been using the app for years and years. I use all the delivery apps because I’m lazy. I always have problems with delivery apps. It’s part of the tradeoff. Someone is bringing your craving to your door, you have to accept it might be soggy or cold or missing this or that. I started on DoorDash and hit a point with them where it was too many mistakes too often and it never seemed like the restaurants or the app cared. I lasted a lot longer on Uber than DoorDash, but I am at that point. Maybe il go be a Grubhub guy for a while. 

My last order was overpriced as is but it was from a place I’ve been really excited about. I paid extra for more toppings and stuff too! They didn’t put any of it on. They didn’t even give me some of the stuff the base meal came with. Plus the food was terrible. Now these are all issues with the restaurant, but Uber eats offers me $3 refund in 3-10 business days and a $5 credit for my very incorrect and bad $30 order. I can’t justify paying every month for Uber one and getting such a terrible service all around. I had low expectations and Uber eats could not live up to them. 

I gave it two stars because it wasn’t the worst for a while! But it’s defitnely not worth that 4.8 average it’s sitting at right now!",2,False,"Former user, premium member leaving the app",travis13131,
2024-09-09 04:12:14,"the customer service here is beyond saving. though i made a simple mistake ordering to the wrong location, i immediately canceled my order to a restaurant. ubereats could not cancel on my behalf, so i called the restaurant location directly to try to cancel my order. they did so but told me a refund was out of their hands and i would have to take it up with ubereats. i did so and there began my long battle with customer service. not only was the agent i was talking to INCREDIBLY unhelpful and unknowledgeable, she ENDED THE CHAT without listening to my situation in full once she said there was nothing else she could do. the next agent was EXTREMELY hard to reach, and i was left hanging for 30 minutes with no foresight as to when i would get assistance regarding my issue. i was then told to reach back to ubereats after 10 days as they could not do anything in the moment regarding a refund for my already CANCELED ORDER. it has been 10 days and i reached out again regarding the inquiry, only for them to still not connect me to an agent for nearly an hour. terrible service, terrible people working here, and just lazy business.",1,False,WORST CUSTOMER SERVICE EVER,rdk1521,
2024-09-11 13:01:31,"I am not a person who normally writes reviews but this app is a rip off and a scam. I used this app about a week ago, and taking in mind the food took forever to get here and it was way overpriced. Then , I deleted OFF of my phone. A week later I get a notification from my bank that Uber charged me $9.99 for a subscription at 10pm. I NEVER signed up for a subscription of theirs. They used my information without my permission AND signed me up for an UNWANTED subscription and charged my bank account. Then I go download the app back to see why I was charged and it would not let me unsubscribe for something I didn’t even get in the first place. This just made me more angry seeing that I am trying to go to bed and at 10pm they charged me for something I didn’t get. They were trying to be sneaky with this charge because it was at 10pm so they probably thought I wouldn’t be able to catch it. I just deleted the whole account. I am mad and will never use this app again . If it was possible I would give them ZERO stars. If you go on Google and search “why is Uber charging me $9.99” they will tell you that they have probably forced you to subscribe to something. This is PROOF that it has not only happened to me, but to many others as well. That is probably how Uber makes all of their money, by ripping people off.",1,False,THIS IS A RIP OFF & THIS IS A FRAUD,Aswokn,
2024-09-15 01:53:01,"Me personally do not use this app but my girlfriend does. In some not very often you’ll get a good price for delivery but many scenarios it is ridiculous in price. So, I took a little long in leaving due to work and was ready to go get food when the pride of my girl ordered through Uber eats, as seconds passed I tried to cancel and only way was to chat with “customer service” through messages to mention that it already has been processed and they can cancel the order from coming but will be charged the full amount. In what world do you think this is right?! Really, you want to charge me for the food that won’t appear and charge me the delivery of the food when there wasn’t a person delivering the food! Ha, outrageous! Super poor customer service on your behalf. I knew there was many reasons for not personally using your services. I prefer to pick up my own food when eating out. Thanks for your service and wouldn’t recommend it for anything.

Looks like I already left a review, one of the places I go doesn’t have the other options to choose from and makes me order through Uber Eats and even picking up your own food, there is a price increase of about 20%",1,False,Expensive & no customer service,ReefFrankie,
2024-09-15 22:42:19,"Been using Uber Eats for years and finally decided to delete it today. The service has been down falling lately. Customer service usually need long wait times, so many back and forth conversations, and don’t know how to solve the problems. One case I had they needed to engage other teams and it took two days to solve the issue. It was quite instant before.

The bugs also didn’t help. The latest order I had was using a hotel I stayed at a while ago, usually other apps reminds me that the location is too far and ask for correction / confirmation, somehow Uber Eats overlooked it and didn’t tell me anything. I only figured out later when the driver is already on the way - just gifted the food to the driver. These little things matter - I hope it’s a bug not a design failure. Having a function to add temporary address and make them non default seems pretty straightforward. Reminding customers when the location doesn’t seem right also seem like a feature that’s necessary. 

I usually don’t leave reviews but when I’m hungry I’m angry so here are my two stars.",2,False,Bugs and customer service downfall ruins the experience,not-calm,
2024-09-16 19:42:15,"I ordered food online from a store & it had me go through Uber Eats. I did not know I had an account; I do not even have the the app on my phone. I assumed I was going through the process as a guest. After I put in my payment information I was not given an option to enter an address. I assumed it used my current location. I didn’t not receive my food & found out it was sent to a different address. I called customer service to get a refund or at least credit so I can reorder for the correct address. The customer service worker rejected me & kept saying the “policy” doesn’t allow to approve my request. I think it’s absurd I paid $50 for food I didn’t get to eat. It wasn’t even my fault, I was not given an option to enter an address. Uber eats used the address from my account, which I didn’t even know I had. I didn’t go through the app! I wasn’t even given a receipt via email or message so I had to do some digging. I was venting to the worker after getting denied & she was rude. She kept trying to talk over me & tell me about the stupid policy. I understand the policy I think it’s a disservice to your customer. Anyway I was really upset because I’m pregnant, was really hungry, & it was the food for my moms birthday. I’m now disputing the transaction with my bank because I refuse to pay for something I didn’t receive.",1,False,Absurd policy & customer service,A. Marie MN,
2024-09-18 16:18:52,"I get it, people false report all the time just to get their money back, but when you treat honest customers as thieves then how do you expect people to want to return to this app? I always submit photos of incorrect items, but with these last two incidents, the first one y’all didn’t want to refund me cause of policy? Then when I asked the agent to go into specifics or to send a link to me on what policy I violated they immediately end the conversation. I let that one slide cause it wasn’t worth the headache but for this second incident I received someone else’s order, I sent in a picture showing the order and name on the order ticket, and guess what ? I’m ineligible for a refund. How can y’all expect to keep customers when you refuse to pay out for your mistakes, I sent UNDENIABLE proof and have been treated as if I put in a false claim, it’s been nearly 24hrs since I sent in my first support ticket since they won’t let me have a direct agent anymore and yet guess what? No response. It would take only two seconds for someone to look and see the name on the order ticket is wrong. If you don’t want me as a customer just say it cause that’s what it feels like having to go through hoops just to get a refund on incorrect orders or incorrect items",5,False,YOU WILL BE TREATED AS A THEIF,Do better Ubereats,
2024-09-19 15:33:10,"I used exclusively Uber eats for about 6 years and was a Uber one member ordering regularly, around 3 times a week, from the app. Previously when there have been issues they were quick and easy to fix but recently I have had more issues with more difficult resolutions. The last straw was when I ordered food and after it taking awhile with 0 communication from the driver it said it was delivered with a photo from the driver giving a dark and blurry photo that did not give any identification to where it was delivered. It was not at my front door, it was not on my deck, it was not even in my building. I called the driver and didn’t receive any answer, by this point I had ordered my food 2 hours ago, my husband was on his way home from work so I just had him pick me up something. I submitted the request saying I had not received my food and could not contact the driver. My request was denied saying they had no proof it was not delivered and that since I didn’t order a replacement meal that they can’t verify or give a refund. After going back and forth multiple times and trying to escalate my chats started getting immediately denied from support and after sending an email and messaging their support instagram and receiving zero response I have decided to never use the service again. I have switched to DoorDash and have had 0 issues yet and will NEVER use Uber eats again.",1,False,Never Again,Perceyhere,
2024-09-20 03:56:36,"I ordered one item (curry), and the app encouraged me to order another item (alcohol) to “get a discount” before a 10 minute timer finished counting down, I added the item and then when the first item I ordered arrived, I saw that the second item was cancelled, mind you I was waiting outside during all of this and I had to chase down the person who dropped off the first order to me, then when I get the first order and head back inside not caring about the second order cause I didn’t intend to order it in the first place, I noticed they charged me 25 dollars for the second item that I never received. Confused, I complained through the app asking for a refund and they said that the second order person had called me while I was collecting my the first order and messaged me, none of which I received and as a result they had to return the second order and charged me 25 dollars. This is not the first issue I’ve had with the app, but it was the worst one, after this I’m done using it altogether and I’m going to encourage other not to use it as well, sorry for the rant.",1,False,They charged me for something I never received.,TheDonkus,
2024-09-25 01:07:54,"Honestly with most food services you shouldn’t expect much- but Uber Eats is by far the worst app I’ve used in a while for food delivery. The service is god awful, one time I ordered some fast food from hardees and the restaurant had made my order, but THREE different drivers cancelled on me and I was baby sitting at the time so I ended up having to cancel the order. At this point, me and the kid were starving after having to wait 2 hours for some soggy food. I got refunded after cancelling the order, as if that was enough to pay back for the time i wasted using this app, and then I had to go through an entire other order through a different restaurant. It took 50 minutes for a restaurant that was right next to me, and then the food was cold. I swear they dont have any sort of employee policy on purpose, anyways I deleted this app a long time ago since I was already paying for the subscription and they couldn’t even provide mediocre service. It’s not worth the time or money, fix ur app Uber!!!",4,False,My Experience With Uber Eats,Effy Hernandez,
